asin,snapshot_ts,total_reviews,title,price,bsr,category_path,rating,review_count,captured_at
B0DHX142GP,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0CZPGX972,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0CBLKS51N,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0BTJ9WHL9,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0CBLLJTTN,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0F21S7DT5,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B087JWTWF9,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0863TXGM3,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B08TMTFR6B,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0FB2VCQG1,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0DZHC7YSY,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0DPK2LN3G,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B094NC89P9,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0CVX9YTDL,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B07K2676W7,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B09XS7JWHH,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0DFYFW1HW,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0DCN52TQH,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0B7WKH98S,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
B0D4ZC4XMT,20250920_150502,0,,,,Wireless Headphones,,,2025-09-20T18:09:43
