asin,date,review_count,avg_sentiment,pos_cnt,neut_cnt,neg_cnt
B083P1HG9S,2025-05-16,2,0.0655,0,2,0
B083P1HG9S,2025-05-18,1,0.8,1,0,0
B083P1HG9S,2025-05-19,2,0.5475,1,1,0
B083P1HG9S,2025-05-21,1,0.25,0,1,0
B083P1HG9S,2025-05-23,3,0.68,2,1,0
B083P1HG9S,2025-05-24,1,0.5,1,0,0
B083P1HG9S,2025-05-25,1,0.7,1,0,0
B083P1HG9S,2025-05-26,1,0.062,0,1,0
B083P1HG9S,2025-05-27,1,0.45,1,0,0
B083P1HG9S,2025-05-28,1,0.2,0,1,0
B083P1HG9S,2025-05-29,1,0.124,0,1,0
B083P1HG9S,2025-06-01,1,0.4,1,0,0
B083P1HG9S,2025-06-02,1,0.411,1,0,0
B083P1HG9S,2025-06-04,1,0.567,1,0,0
B083P1HG9S,2025-06-05,1,-0.167,0,1,0
B083P1HG9S,2025-06-07,2,0.2215,1,1,0
B083P1HG9S,2025-06-11,1,0.266,0,1,0
B083P1HG9S,2025-06-13,1,0.0,0,1,0
B083P1HG9S,2025-06-18,1,0.0,0,1,0
B083P1HG9S,2025-06-19,1,-0.2,0,1,0
B083P1HG9S,2025-06-21,1,-0.167,0,1,0
B083P1HG9S,2025-06-22,1,0.0,0,1,0
B083P1HG9S,2025-06-23,1,0.069,0,1,0
B083P1HG9S,2025-06-24,1,0.7,1,0,0
B083P1HG9S,2025-06-25,1,0.154,0,1,0
B083P1HG9S,2025-07-04,2,0.28600000000000003,1,1,0
B083P1HG9S,2025-07-05,4,0.18625,2,2,0
B083P1HG9S,2025-07-06,1,0.008,0,1,0
B083P1HG9S,2025-07-08,3,0.21233333333333335,0,3,0
B083P1HG9S,2025-07-09,1,0.255,0,1,0
B083P1HG9S,2025-07-10,2,0.444,1,1,0
B083P1HG9S,2025-07-11,1,0.775,1,0,0
B083P1HG9S,2025-07-16,3,-0.15399999999999997,0,2,1
B083P1HG9S,2025-07-17,2,0.1965,1,1,0
B083P1HG9S,2025-07-22,2,0.093,0,2,0
B083P1HG9S,2025-07-23,1,-0.8,0,0,1
B083P1HG9S,2025-07-25,1,0.0,0,1,0
B083P1HG9S,2025-07-27,2,0.32699999999999996,1,1,0
B083P1HG9S,2025-07-29,1,0.117,0,1,0
B083P1HG9S,2025-07-31,1,0.5,1,0,0
B083P1HG9S,2025-08-03,3,0.014666666666666668,0,3,0
B083P1HG9S,2025-08-05,1,0.633,1,0,0
B083P1HG9S,2025-08-06,1,0.7,1,0,0
B083P1HG9S,2025-08-10,2,0.273,1,1,0
B083P1HG9S,2025-08-11,2,0.1,0,2,0
B083P1HG9S,2025-08-12,1,0.608,1,0,0
B083P1HG9S,2025-08-13,1,0.237,0,1,0
B083P1HG9S,2025-08-16,1,0.084,0,1,0
B083P1HG9S,2025-08-17,1,0.35,1,0,0
B083P1HG9S,2025-08-18,2,0.164,1,1,0
B083P1HG9S,2025-08-21,1,0.297,0,1,0
B083P1HG9S,2025-08-22,2,0.355,1,1,0
B083P1HG9S,2025-08-25,1,0.0,0,1,0
B083P1HG9S,2025-08-26,3,0.306,1,2,0
B083P1HG9S,2025-08-27,2,0.059,0,2,0
B083P1HG9S,2025-08-28,1,0.433,1,0,0
B083P1HG9S,2025-08-31,1,0.302,1,0,0
B083P1HG9S,2025-09-01,2,0.33,1,1,0
B083P1HG9S,2025-09-04,2,0.3,1,1,0
B083P1HG9S,2025-09-06,1,0.7,1,0,0
B083P1HG9S,2025-09-08,3,0.508,3,0,0
B083P1HG9S,2025-09-10,1,0.405,1,0,0
B083P1HG9S,2025-09-12,1,0.333,1,0,0
B083P1HG9S,2025-09-13,3,0.26966666666666667,2,1,0
B083P1HG9S,2025-09-16,1,0.555,1,0,0
B083P1HG9S,2025-09-17,2,-0.032,0,2,0
B083P1HG9S,2025-09-19,1,0.454,1,0,0
B083P1HG9S,2025-09-22,2,0.325,1,1,0
B083P1HG9S,2025-09-23,1,0.287,0,1,0
B083P1HG9S,2025-09-24,1,0.143,0,1,0
B083P1HG9S,2025-09-25,2,-0.1945,0,1,1
B083P1HG9S,2025-09-26,2,0.092,0,2,0
B083P1HG9S,2025-09-27,1,0.0,0,1,0
B083P1HG9S,2025-09-28,2,0.1625,1,1,0
B083P1HG9S,2025-09-29,1,0.0,0,1,0
B083P1HG9S,2025-10-01,1,0.217,0,1,0
B083P1HG9S,2025-10-02,3,0.301,2,1,0
B085899TQ9,2025-02-18,2,0.42600000000000005,1,1,0
B085899TQ9,2025-02-20,1,0.506,1,0,0
B085899TQ9,2025-02-22,2,0.15150000000000002,0,2,0
B085899TQ9,2025-02-23,1,0.575,1,0,0
B085899TQ9,2025-02-24,1,-0.046,0,1,0
B085899TQ9,2025-02-25,1,-0.16,0,1,0
B085899TQ9,2025-02-26,1,-0.056,0,1,0
B085899TQ9,2025-03-08,1,1.0,1,0,0
B085899TQ9,2025-03-12,1,1.0,1,0,0
B085899TQ9,2025-03-16,2,0.079,0,2,0
B085899TQ9,2025-03-22,2,0.4165,2,0,0
B085899TQ9,2025-03-23,1,0.475,1,0,0
B085899TQ9,2025-03-25,1,-0.01,0,1,0
B085899TQ9,2025-03-26,1,0.633,1,0,0
B085899TQ9,2025-04-01,2,0.478,1,1,0
B085899TQ9,2025-04-02,1,0.5,1,0,0
B085899TQ9,2025-04-04,1,0.6,1,0,0
B085899TQ9,2025-04-05,1,-0.312,0,0,1
B085899TQ9,2025-04-08,1,0.0,0,1,0
B085899TQ9,2025-04-10,2,0.325,1,1,0
B085899TQ9,2025-04-12,1,0.0,0,1,0
B085899TQ9,2025-04-18,2,0.23249999999999998,1,1,0
B085899TQ9,2025-04-19,1,0.2,0,1,0
B085899TQ9,2025-04-20,1,0.073,0,1,0
B085899TQ9,2025-04-21,1,0.15,0,1,0
B085899TQ9,2025-04-22,2,0.1565,0,2,0
B085899TQ9,2025-04-23,2,0.3615,1,1,0
B085899TQ9,2025-04-25,1,0.494,1,0,0
B085899TQ9,2025-04-27,1,0.325,1,0,0
B085899TQ9,2025-04-28,2,0.16649999999999998,0,2,0
B085899TQ9,2025-04-30,1,0.8,1,0,0
B085899TQ9,2025-05-04,1,0.357,1,0,0
B085899TQ9,2025-05-08,1,0.4,1,0,0
B085899TQ9,2025-05-13,1,0.037,0,1,0
B085899TQ9,2025-05-14,2,0.7,2,0,0
B085899TQ9,2025-05-17,2,0.10700000000000001,0,2,0
B085899TQ9,2025-06-01,1,0.7,1,0,0
B085899TQ9,2025-06-07,1,0.5,1,0,0
B085899TQ9,2025-06-08,1,0.135,0,1,0
B085899TQ9,2025-06-09,1,0.0,0,1,0
B085899TQ9,2025-06-16,1,0.72,1,0,0
B085899TQ9,2025-06-22,1,0.117,0,1,0
B085899TQ9,2025-06-23,1,0.8,1,0,0
B085899TQ9,2025-06-24,2,0.0,0,2,0
B085899TQ9,2025-06-25,1,0.733,1,0,0
B085899TQ9,2025-07-01,1,0.417,1,0,0
B085899TQ9,2025-07-02,1,0.036,0,1,0
B085899TQ9,2025-07-03,2,-0.4315,0,1,1
B085899TQ9,2025-07-05,1,0.0,0,1,0
B085899TQ9,2025-07-06,1,0.4,1,0,0
B085899TQ9,2025-07-10,1,0.05,0,1,0
B085899TQ9,2025-07-14,2,0.192,0,2,0
B085899TQ9,2025-07-15,1,0.0,0,1,0
B085899TQ9,2025-07-17,1,0.289,0,1,0
B085899TQ9,2025-07-18,1,0.139,0,1,0
B085899TQ9,2025-07-19,1,0.371,1,0,0
B085899TQ9,2025-07-23,1,0.0,0,1,0
B085899TQ9,2025-07-24,1,0.0,0,1,0
B085899TQ9,2025-07-25,1,-0.165,0,1,0
B085899TQ9,2025-07-31,1,0.149,0,1,0
B085899TQ9,2025-08-02,1,0.4,1,0,0
B085899TQ9,2025-08-05,2,0.078,0,2,0
B085899TQ9,2025-08-06,2,0.079,0,2,0
B085899TQ9,2025-08-10,1,0.0,0,1,0
B085899TQ9,2025-08-17,2,-0.153,0,1,1
B085899TQ9,2025-08-18,1,-0.028,0,1,0
B085899TQ9,2025-08-21,1,0.07,0,1,0
B085899TQ9,2025-08-22,1,0.2,0,1,0
B085899TQ9,2025-08-24,1,-0.004,0,1,0
B085899TQ9,2025-08-28,1,0.348,1,0,0
B085899TQ9,2025-08-30,1,0.173,0,1,0
B085899TQ9,2025-09-01,1,0.575,1,0,0
B085899TQ9,2025-09-04,1,0.0,0,1,0
B085899TQ9,2025-09-05,1,0.34,1,0,0
B085899TQ9,2025-09-08,1,0.202,0,1,0
B085899TQ9,2025-09-13,3,0.11766666666666666,0,3,0
B085899TQ9,2025-09-15,1,0.65,1,0,0
B085899TQ9,2025-09-16,1,0.04,0,1,0
B085899TQ9,2025-09-18,2,0.2375,1,1,0
B085899TQ9,2025-09-20,1,0.069,0,1,0
B085899TQ9,2025-09-21,2,0.0625,0,2,0
B085899TQ9,2025-09-22,2,0.0905,0,2,0
B085899TQ9,2025-09-30,2,0.372,1,1,0
B085899TQ9,2025-10-02,1,0.192,0,1,0
B0863TXGM3,2025-08-16,2,0.16699999999999998,1,1,0
B0863TXGM3,2025-08-17,5,0.3626,3,2,0
B0863TXGM3,2025-08-18,5,0.26139999999999997,3,2,0
B0863TXGM3,2025-08-19,3,0.4083333333333334,2,1,0
B0863TXGM3,2025-08-20,1,0.59,1,0,0
B0863TXGM3,2025-08-21,2,0.45,1,1,0
B0863TXGM3,2025-08-22,1,-0.1,0,1,0
B0863TXGM3,2025-08-23,7,0.20171428571428573,3,4,0
B0863TXGM3,2025-08-24,6,0.30833333333333335,3,3,0
B0863TXGM3,2025-08-25,2,0.32,1,1,0
B0863TXGM3,2025-08-26,4,0.18625,1,3,0
B0863TXGM3,2025-08-27,5,-0.05919999999999999,1,3,1
B0863TXGM3,2025-08-28,4,0.14150000000000001,1,3,0
B0863TXGM3,2025-08-29,2,0.15400000000000003,1,1,0
B0863TXGM3,2025-08-30,2,0.5525,2,0,0
B0863TXGM3,2025-08-31,2,0.153,1,1,0
B0863TXGM3,2025-09-01,5,0.09319999999999998,2,2,1
B0863TXGM3,2025-09-02,4,0.22125,1,3,0
B0863TXGM3,2025-09-03,3,0.231,1,2,0
B0863TXGM3,2025-09-04,3,0.29233333333333333,2,1,0
B0863TXGM3,2025-09-05,4,0.20900000000000002,2,2,0
B0863TXGM3,2025-09-06,1,0.0,0,1,0
B0863TXGM3,2025-09-07,1,0.293,0,1,0
B0863TXGM3,2025-09-08,3,0.36366666666666664,2,1,0
B0863TXGM3,2025-09-09,1,-0.102,0,1,0
B0863TXGM3,2025-09-10,1,-1.0,0,0,1
B0863TXGM3,2025-09-11,2,0.034,0,2,0
B0863TXGM3,2025-09-12,1,-0.045,0,1,0
B0863TXGM3,2025-09-13,2,0.0,0,2,0
B0863TXGM3,2025-09-14,6,0.16233333333333333,2,3,1
B0863TXGM3,2025-09-15,4,0.3115,3,1,0
B0863TXGM3,2025-09-16,3,0.06766666666666667,0,3,0
B0863TXGM3,2025-09-17,2,-0.0895,0,2,0
B0863TXGM3,2025-09-18,1,0.125,0,1,0
B0863TXGM3,2025-09-19,2,0.188,0,2,0
B0863TXGM3,2025-09-20,3,0.07033333333333333,0,3,0
B0863TXGM3,2025-09-21,3,-0.13766666666666666,0,2,1
B0863TXGM3,2025-09-22,3,-0.04100000000000001,1,1,1
B0863TXGM3,2025-09-23,1,0.087,0,1,0
B0863TXGM3,2025-09-24,1,-0.017,0,1,0
B0863TXGM3,2025-09-25,5,0.13540000000000002,1,4,0
B0863TXGM3,2025-09-26,4,0.36275,3,0,1
B0863TXGM3,2025-09-27,2,0.132,0,2,0
B0863TXGM3,2025-09-28,3,0.25766666666666665,2,1,0
B0863TXGM3,2025-09-30,3,0.12166666666666666,1,2,0
B0863TXGM3,2025-10-01,2,0.14,0,2,0
B0863TXGM3,2025-10-02,4,0.36075,2,2,0
B0863TXGM3,2025-10-03,4,0.16175,1,3,0
B0863TXGM3,2025-10-04,4,0.21875,3,0,1
B087JWTWF9,2025-02-19,1,-0.225,0,1,0
B087JWTWF9,2025-02-22,2,0.5675,2,0,0
B087JWTWF9,2025-02-24,1,0.086,0,1,0
B087JWTWF9,2025-02-25,1,-0.167,0,1,0
B087JWTWF9,2025-02-27,2,0.4265,2,0,0
B087JWTWF9,2025-02-28,1,1.0,1,0,0
B087JWTWF9,2025-03-01,1,0.6,1,0,0
B087JWTWF9,2025-03-02,1,0.275,0,1,0
B087JWTWF9,2025-03-04,1,0.8,1,0,0
B087JWTWF9,2025-03-06,1,0.5,1,0,0
B087JWTWF9,2025-03-10,1,-0.393,0,0,1
B087JWTWF9,2025-03-11,1,0.092,0,1,0
B087JWTWF9,2025-03-12,2,0.558,2,0,0
B087JWTWF9,2025-03-13,1,0.05,0,1,0
B087JWTWF9,2025-03-15,1,0.159,0,1,0
B087JWTWF9,2025-03-29,1,0.314,1,0,0
B087JWTWF9,2025-04-02,1,0.0,0,1,0
B087JWTWF9,2025-04-04,1,0.0,0,1,0
B087JWTWF9,2025-04-06,1,0.174,0,1,0
B087JWTWF9,2025-04-14,1,1.0,1,0,0
B087JWTWF9,2025-04-16,1,0.161,0,1,0
B087JWTWF9,2025-04-18,1,0.133,0,1,0
B087JWTWF9,2025-04-20,1,0.6,1,0,0
B087JWTWF9,2025-04-25,2,0.3585,1,1,0
B087JWTWF9,2025-04-29,1,0.369,1,0,0
B087JWTWF9,2025-04-30,1,0.8,1,0,0
B087JWTWF9,2025-05-01,1,0.0,0,1,0
B087JWTWF9,2025-05-02,1,0.384,1,0,0
B087JWTWF9,2025-05-07,2,0.2,1,1,0
B087JWTWF9,2025-05-08,1,0.47,1,0,0
B087JWTWF9,2025-05-09,1,0.0,0,1,0
B087JWTWF9,2025-05-11,1,-0.099,0,1,0
B087JWTWF9,2025-05-13,1,0.0,0,1,0
B087JWTWF9,2025-05-15,1,0.192,0,1,0
B087JWTWF9,2025-05-18,2,0.2665,1,1,0
B087JWTWF9,2025-05-21,1,0.169,0,1,0
B087JWTWF9,2025-05-23,1,-0.475,0,0,1
B087JWTWF9,2025-05-24,1,0.202,0,1,0
B087JWTWF9,2025-05-26,1,0.391,1,0,0
B087JWTWF9,2025-05-31,1,0.155,0,1,0
B087JWTWF9,2025-06-01,2,0.5755,2,0,0
B087JWTWF9,2025-06-02,1,0.0,0,1,0
B087JWTWF9,2025-06-03,2,0.49249999999999994,1,1,0
B087JWTWF9,2025-06-05,1,0.6,1,0,0
B087JWTWF9,2025-06-06,1,0.35,1,0,0
B087JWTWF9,2025-06-08,1,0.342,1,0,0
B087JWTWF9,2025-06-15,1,0.0,0,1,0
B087JWTWF9,2025-06-18,1,-0.067,0,1,0
B087JWTWF9,2025-06-19,1,0.7,1,0,0
B087JWTWF9,2025-06-22,1,-0.5,0,0,1
B087JWTWF9,2025-06-27,1,-0.322,0,0,1
B087JWTWF9,2025-07-03,1,0.098,0,1,0
B087JWTWF9,2025-07-07,1,0.2,0,1,0
B087JWTWF9,2025-07-12,1,0.138,0,1,0
B087JWTWF9,2025-07-18,1,0.6,1,0,0
B087JWTWF9,2025-07-23,2,0.0,0,2,0
B087JWTWF9,2025-07-24,1,0.0,0,1,0
B087JWTWF9,2025-07-27,1,0.367,1,0,0
B087JWTWF9,2025-07-29,1,0.4,1,0,0
B087JWTWF9,2025-07-31,1,0.0,0,1,0
B087JWTWF9,2025-08-02,1,0.91,1,0,0
B087JWTWF9,2025-08-03,2,0.145,1,1,0
B087JWTWF9,2025-08-07,1,0.567,1,0,0
B087JWTWF9,2025-08-12,1,0.525,1,0,0
B087JWTWF9,2025-08-13,1,-0.048,0,1,0
B087JWTWF9,2025-08-17,1,0.23,0,1,0
B087JWTWF9,2025-08-22,2,0.44,1,1,0
B087JWTWF9,2025-08-23,1,0.553,1,0,0
B087JWTWF9,2025-08-24,1,0.7,1,0,0
B087JWTWF9,2025-08-25,2,0.544,2,0,0
B087JWTWF9,2025-08-26,1,0.0,0,1,0
B087JWTWF9,2025-08-28,2,-0.028500000000000004,0,2,0
B087JWTWF9,2025-09-01,2,0.35,1,1,0
B087JWTWF9,2025-09-02,2,0.306,1,1,0
B087JWTWF9,2025-09-03,2,-0.022,0,2,0
B087JWTWF9,2025-09-04,1,0.7,1,0,0
B087JWTWF9,2025-09-07,1,0.8,1,0,0
B087JWTWF9,2025-09-09,2,-0.056999999999999995,0,2,0
B087JWTWF9,2025-09-11,1,0.0,0,1,0
B087JWTWF9,2025-09-12,1,0.6,1,0,0
B087JWTWF9,2025-09-14,1,0.369,1,0,0
B087JWTWF9,2025-09-17,1,0.062,0,1,0
B087JWTWF9,2025-09-18,1,-0.098,0,1,0
B087JWTWF9,2025-09-23,5,0.03819999999999998,2,2,1
B087JWTWF9,2025-09-24,2,-0.124,0,2,0
B087JWTWF9,2025-09-27,1,0.573,1,0,0
B087JWTWF9,2025-09-30,1,0.0,0,1,0
B087JWTWF9,2025-10-02,1,0.45,1,0,0
B087JWTWF9,2025-10-03,2,0.3,1,1,0
B087JWTWF9,2025-10-04,1,0.3,0,1,0
B08B477BHS,2024-07-24,1,0.0,0,1,0
B08B477BHS,2024-07-29,1,0.295,0,1,0
B08B477BHS,2024-08-08,1,0.07,0,1,0
B08B477BHS,2024-08-13,1,0.7,1,0,0
B08B477BHS,2024-08-19,2,-0.037000000000000005,0,2,0
B08B477BHS,2024-08-21,1,0.087,0,1,0
B08B477BHS,2024-08-23,1,0.318,1,0,0
B08B477BHS,2024-08-25,1,0.0,0,1,0
B08B477BHS,2024-09-10,1,0.229,0,1,0
B08B477BHS,2024-09-11,1,0.202,0,1,0
B08B477BHS,2024-09-15,1,0.0,0,1,0
B08B477BHS,2024-09-16,1,0.443,1,0,0
B08B477BHS,2024-09-21,1,0.169,0,1,0
B08B477BHS,2024-09-25,1,0.342,1,0,0
B08B477BHS,2024-09-28,1,0.234,0,1,0
B08B477BHS,2024-09-29,1,-0.346,0,0,1
B08B477BHS,2024-10-03,1,0.25,0,1,0
B08B477BHS,2024-10-06,1,0.192,0,1,0
B08B477BHS,2024-10-12,1,0.127,0,1,0
B08B477BHS,2024-10-13,1,0.051,0,1,0
B08B477BHS,2024-10-20,1,0.104,0,1,0
B08B477BHS,2024-11-03,1,0.0,0,1,0
B08B477BHS,2024-11-09,3,0.25266666666666665,1,2,0
B08B477BHS,2024-11-18,1,0.137,0,1,0
B08B477BHS,2024-11-19,1,0.021,0,1,0
B08B477BHS,2024-11-21,1,0.056,0,1,0
B08B477BHS,2024-11-22,1,0.308,1,0,0
B08B477BHS,2024-11-28,1,0.115,0,1,0
B08B477BHS,2024-12-17,1,0.45,1,0,0
B08B477BHS,2024-12-25,1,0.28,0,1,0
B08B477BHS,2025-01-07,1,0.0,0,1,0
B08B477BHS,2025-01-10,1,0.084,0,1,0
B08B477BHS,2025-01-11,1,0.303,1,0,0
B08B477BHS,2025-01-17,1,0.253,0,1,0
B08B477BHS,2025-01-19,1,0.329,1,0,0
B08B477BHS,2025-01-20,1,0.311,1,0,0
B08B477BHS,2025-01-27,1,0.112,0,1,0
B08B477BHS,2025-02-02,1,0.433,1,0,0
B08B477BHS,2025-02-07,1,0.342,1,0,0
B08B477BHS,2025-02-13,1,-0.062,0,1,0
B08B477BHS,2025-02-19,1,0.6,1,0,0
B08B477BHS,2025-02-22,1,0.0,0,1,0
B08B477BHS,2025-02-24,1,0.55,1,0,0
B08B477BHS,2025-02-26,1,0.0,0,1,0
B08B477BHS,2025-02-27,1,0.153,0,1,0
B08B477BHS,2025-03-07,1,0.109,0,1,0
B08B477BHS,2025-03-09,1,0.32,1,0,0
B08B477BHS,2025-03-13,1,0.206,0,1,0
B08B477BHS,2025-03-25,1,0.333,1,0,0
B08B477BHS,2025-03-27,1,0.4,1,0,0
B08B477BHS,2025-03-30,1,0.38,1,0,0
B08B477BHS,2025-04-08,1,0.617,1,0,0
B08B477BHS,2025-04-10,1,0.243,0,1,0
B08B477BHS,2025-04-14,1,0.433,1,0,0
B08B477BHS,2025-04-18,1,0.06,0,1,0
B08B477BHS,2025-04-28,1,0.0,0,1,0
B08B477BHS,2025-04-30,1,0.275,0,1,0
B08B477BHS,2025-05-01,1,0.161,0,1,0
B08B477BHS,2025-05-04,1,0.165,0,1,0
B08B477BHS,2025-05-09,1,0.378,1,0,0
B08B477BHS,2025-05-14,1,0.301,1,0,0
B08B477BHS,2025-05-20,1,0.192,0,1,0
B08B477BHS,2025-05-23,1,0.195,0,1,0
B08B477BHS,2025-05-27,1,0.079,0,1,0
B08B477BHS,2025-05-29,1,0.0,0,1,0
B08B477BHS,2025-06-03,1,0.0,0,1,0
B08B477BHS,2025-06-13,1,0.5,1,0,0
B08B477BHS,2025-06-20,1,0.269,0,1,0
B08B477BHS,2025-06-23,1,0.0,0,1,0
B08B477BHS,2025-06-25,2,0.321,1,1,0
B08B477BHS,2025-06-27,1,0.0,0,1,0
B08B477BHS,2025-07-08,1,-0.019,0,1,0
B08B477BHS,2025-07-09,1,0.236,0,1,0
B08B477BHS,2025-07-14,3,0.3486666666666667,2,1,0
B08B477BHS,2025-07-16,1,0.361,1,0,0
B08B477BHS,2025-07-17,1,0.622,1,0,0
B08B477BHS,2025-07-18,1,-0.117,0,1,0
B08B477BHS,2025-07-19,1,0.181,0,1,0
B08B477BHS,2025-07-30,1,-0.059,0,1,0
B08B477BHS,2025-08-13,1,0.0,0,1,0
B08B477BHS,2025-08-16,1,1.0,1,0,0
B08B477BHS,2025-08-18,1,0.213,0,1,0
B08B477BHS,2025-08-19,1,0.0,0,1,0
B08B477BHS,2025-08-28,1,0.147,0,1,0
B08B477BHS,2025-08-29,2,0.15850000000000003,1,1,0
B08B477BHS,2025-08-30,1,0.22,0,1,0
B08B477BHS,2025-09-05,1,-0.254,0,1,0
B08B477BHS,2025-09-06,1,0.0,0,1,0
B08B477BHS,2025-09-07,2,0.196,1,1,0
B08B477BHS,2025-09-11,1,0.067,0,1,0
B08B477BHS,2025-09-15,1,0.191,0,1,0
B08B477BHS,2025-09-16,1,0.281,0,1,0
B08B477BHS,2025-09-23,1,0.095,0,1,0
B08B477BHS,2025-10-01,1,-0.316,0,0,1
B08B477BHS,2025-10-02,1,-1.0,0,0,1
B08HMWZBXC,2025-08-19,2,-0.105,0,2,0
B08HMWZBXC,2025-08-20,7,0.25971428571428573,3,4,0
B08HMWZBXC,2025-08-21,9,0.20666666666666667,3,6,0
B08HMWZBXC,2025-08-22,5,0.2062,1,4,0
B08HMWZBXC,2025-08-23,5,0.38180000000000003,4,1,0
B08HMWZBXC,2025-08-24,3,0.47433333333333333,2,1,0
B08HMWZBXC,2025-08-25,5,0.5228,4,1,0
B08HMWZBXC,2025-08-26,6,0.3555,4,2,0
B08HMWZBXC,2025-08-27,2,0.2975,1,1,0
B08HMWZBXC,2025-08-28,1,-0.01,0,1,0
B08HMWZBXC,2025-08-29,4,0.2545,3,1,0
B08HMWZBXC,2025-08-30,6,0.1975,2,4,0
B08HMWZBXC,2025-08-31,1,0.301,1,0,0
B08HMWZBXC,2025-09-01,3,0.08533333333333333,1,2,0
B08HMWZBXC,2025-09-02,2,0.2295,1,1,0
B08HMWZBXC,2025-09-03,2,-0.123,0,2,0
B08HMWZBXC,2025-09-04,1,0.208,0,1,0
B08HMWZBXC,2025-09-05,1,0.163,0,1,0
B08HMWZBXC,2025-09-07,1,0.383,1,0,0
B08HMWZBXC,2025-09-08,1,0.056,0,1,0
B08HMWZBXC,2025-09-09,4,0.211,1,3,0
B08HMWZBXC,2025-09-10,5,0.1912,1,4,0
B08HMWZBXC,2025-09-11,3,0.15966666666666665,1,2,0
B08HMWZBXC,2025-09-12,2,0.1665,1,1,0
B08HMWZBXC,2025-09-13,4,0.21275,2,2,0
B08HMWZBXC,2025-09-14,2,0.163,1,1,0
B08HMWZBXC,2025-09-15,4,0.37474999999999997,3,1,0
B08HMWZBXC,2025-09-16,1,0.427,1,0,0
B08HMWZBXC,2025-09-17,5,0.154,2,3,0
B08HMWZBXC,2025-09-18,3,0.29866666666666664,1,2,0
B08HMWZBXC,2025-09-19,6,0.26899999999999996,3,3,0
B08HMWZBXC,2025-09-20,4,0.51625,2,2,0
B08HMWZBXC,2025-09-21,2,0.182,0,2,0
B08HMWZBXC,2025-09-22,2,0.064,0,2,0
B08HMWZBXC,2025-09-23,5,0.09400000000000001,0,5,0
B08HMWZBXC,2025-09-24,5,0.1328,0,5,0
B08HMWZBXC,2025-09-25,4,0.342,2,2,0
B08HMWZBXC,2025-09-26,2,0.3845,1,1,0
B08HMWZBXC,2025-09-27,2,0.39999999999999997,1,1,0
B08HMWZBXC,2025-09-28,1,-0.058,0,1,0
B08HMWZBXC,2025-09-29,7,0.3728571428571429,3,4,0
B08HMWZBXC,2025-09-30,2,0.472,2,0,0
B08HMWZBXC,2025-10-01,6,0.3095,2,4,0
B08HMWZBXC,2025-10-02,10,0.3102,5,5,0
B08HMWZBXC,2025-10-03,2,0.2315,1,1,0
B08HMWZBXC,2025-10-04,2,0.569,1,1,0
B08TMTFR6B,2025-06-01,1,0.604,1,0,0
B08TMTFR6B,2025-06-02,2,0.26,1,1,0
B08TMTFR6B,2025-06-07,1,0.375,1,0,0
B08TMTFR6B,2025-06-11,1,0.325,1,0,0
B08TMTFR6B,2025-06-13,1,0.555,1,0,0
B08TMTFR6B,2025-06-14,1,1.0,1,0,0
B08TMTFR6B,2025-06-16,2,-0.181,0,1,1
B08TMTFR6B,2025-06-20,1,0.4,1,0,0
B08TMTFR6B,2025-06-21,1,-0.299,0,1,0
B08TMTFR6B,2025-06-22,2,0.201,0,2,0
B08TMTFR6B,2025-06-23,1,0.57,1,0,0
B08TMTFR6B,2025-06-24,2,0.269,1,1,0
B08TMTFR6B,2025-06-25,2,0.455,1,1,0
B08TMTFR6B,2025-06-27,1,0.0,0,1,0
B08TMTFR6B,2025-06-29,1,0.213,0,1,0
B08TMTFR6B,2025-06-30,2,0.5085,1,1,0
B08TMTFR6B,2025-07-03,1,0.8,1,0,0
B08TMTFR6B,2025-07-04,1,0.8,1,0,0
B08TMTFR6B,2025-07-05,1,0.483,1,0,0
B08TMTFR6B,2025-07-07,2,0.6315000000000001,2,0,0
B08TMTFR6B,2025-07-08,2,0.060500000000000005,0,2,0
B08TMTFR6B,2025-07-09,2,0.27749999999999997,1,1,0
B08TMTFR6B,2025-07-10,1,0.343,1,0,0
B08TMTFR6B,2025-07-11,1,0.6,1,0,0
B08TMTFR6B,2025-07-12,2,0.348,1,1,0
B08TMTFR6B,2025-07-13,3,0.33966666666666673,1,2,0
B08TMTFR6B,2025-07-15,1,0.157,0,1,0
B08TMTFR6B,2025-07-17,1,0.593,1,0,0
B08TMTFR6B,2025-07-18,1,0.129,0,1,0
B08TMTFR6B,2025-07-19,1,0.08,0,1,0
B08TMTFR6B,2025-07-20,2,0.20550000000000002,1,1,0
B08TMTFR6B,2025-07-22,1,0.456,1,0,0
B08TMTFR6B,2025-07-25,3,0.605,3,0,0
B08TMTFR6B,2025-07-27,2,0.342,2,0,0
B08TMTFR6B,2025-07-28,6,0.4586666666666666,4,2,0
B08TMTFR6B,2025-07-29,5,0.5358,4,1,0
B08TMTFR6B,2025-07-30,2,0.2575,1,1,0
B08TMTFR6B,2025-07-31,2,0.2775,1,1,0
B08TMTFR6B,2025-08-02,1,0.167,0,1,0
B08TMTFR6B,2025-08-03,1,0.233,0,1,0
B08TMTFR6B,2025-08-05,1,0.49,1,0,0
B08TMTFR6B,2025-08-06,2,0.2925,1,1,0
B08TMTFR6B,2025-08-07,1,0.172,0,1,0
B08TMTFR6B,2025-08-08,1,0.603,1,0,0
B08TMTFR6B,2025-08-10,2,0.5805,2,0,0
B08TMTFR6B,2025-08-11,1,0.342,1,0,0
